Тайтл,Общее время (ч.),Количество просмотров,Количество платных просмотров,Среднее время (сек),Binge-Watch Rate,Средняя глубина просмотра тайтла (%),Источник: Главная (%),Источник: Пуш (%),Источник: Список эпизодов (%),Источник: Следующий эпизод (%),Источник: Диплинк (%),Источник: Лента (%),Источник: История (%),Источник: Поиск (%),Источник: Жанр (%),Источник: Избранное (%),Источник: Карусель (%),Источник: Внутри подборки (%),Источник: Каталог (%),Источник: Предыдущий эпизод (%),Retention 3 (%),Retention 5 (%),Retention 10 (%),Retention 15 (%),Источник: Подборка (%),Retention 30 (%),Источник: Внутри карусели (%)
Цирк,13.571388888888889,1141,14,42.81945661700263,2.5294117647058822,2.8077057463232085,0.6134969325153374,0.0,0.7887817703768624,49.86853637160386,0.0,26.906222611744084,0.0876424189307625,1.2269938650306749,1.0517090271691498,0.0876424189307625,0.0,4.206836108676599,12.269938650306749,2.716914986853637,74.7589833479404,63.62839614373357,53.374233128834355,50.39439088518843,0.0,42.76950043821209,0.0
Mafia Lord's Son Has Secret Love For His Stepmom,13.484166666666667,1181,11,41.10330228619814,3.590909090909091,2.1036797820004787,0.0846740050804403,0.3386960203217612,2.116850127011008,44.45385266723116,4.403048264182896,38.4419983065199,0.5080440304826418,3.048264182895851,0.0,0.2540220152413209,0.0,0.0,4.741744284504657,1.100762066045724,77.81541066892464,65.36833192209991,51.227773073666384,46.65537679932261,0.0,40.47417442845047,0.0
Şoför,13.259444444444444,1432,8,33.33379888268156,4.590909090909091,1.6056224705071904,0.34916201117318435,0.4888268156424581,1.5363128491620113,47.20670391061452,3.4916201117318435,26.536312849162012,0.27932960893854747,2.025139664804469,0.0,0.06983240223463687,0.0,0.0,12.849162011173185,3.701117318435754,72.90502793296089,60.19553072625698,47.83519553072626,41.82960893854749,0.13966480446927373,34.21787709497207,0.0
Runaway Bride,12.564722222222223,1050,7,43.07904761904762,4.758620689655173,1.8288196061688144,0.09523809523809523,0.09523809523809523,0.19047619047619047,44.857142857142854,3.0476190476190474,38.95238095238095,0.2857142857142857,2.0,0.0,0.0,0.0,0.0,7.904761904761905,1.7142857142857142,70.76190476190476,58.76190476190476,48.19047619047619,45.23809523809524,0.0,40.19047619047619,0.0
The Mistress Trap,12.545833333333333,1093,7,41.322049405306494,4.9361702127659575,1.4354117166971132,0.2744739249771272,0.2744739249771272,2.8362305580969807,41.72003659652333,2.92772186642269,31.19853613906679,0.45745654162854527,2.561756633119854,0.18298261665141813,0.2744739249771272,0.0,0.0,14.272644098810613,1.646843549862763,75.20585544373284,62.763037511436416,49.95425434583714,46.02012808783166,0.0,39.4327538883806,0.0
My sister stole my man,11.890555555555556,1076,1,39.78252788104089,3.3260869565217392,1.7307941128901827,0.0,0.5576208178438662,4.83271375464684,24.1635687732342,0.18587360594795538,31.412639405204462,0.37174721189591076,3.159851301115242,0.0,1.20817843866171,0.0,0.0,11.988847583643123,3.8104089219330857,72.4907063197026,61.2453531598513,50.46468401486989,45.817843866171,0.0,38.38289962825279,0.0
Help! I’m Falling In Love With My Rude CEO,11.88111111111111,1241,16,34.465753424657535,4.0,1.5411356236821512,2.09508460918614,0.08058017727639001,0.48348106365834004,51.168412570507655,4.109589041095891,24.65753424657534,0.8058017727639001,3.4649476228847704,0.08058017727639001,0.08058017727639001,0.6446414182111201,0.0,8.8638195004029,2.0145044319097503,75.26188557614827,61.56325543916196,48.348106365834006,43.593875906526996,0.0,37.46978243352135,0.0
Любимая девушка,11.749166666666667,1114,9,37.96858168761221,3.2,2.0940850526182375,0.08976660682226212,0.0,0.9874326750448833,42.190305206463194,0.0,29.353680430879713,0.0,1.6157989228007181,1.3464991023339319,0.0,0.08976660682226212,1.7055655296229804,9.964093357271095,4.129263913824057,76.12208258527828,63.824057450628366,49.730700179533216,43.98563734290844,7.989228007181328,35.18850987432675,0.0
"One Night, One Forever",11.554722222222223,997,6,41.72216649949849,6.787878787878788,1.7524974890292488,0.4012036108324975,0.7021063189568706,1.7051153460381143,43.32998996990973,0.0,35.00501504513541,0.30090270812437314,3.510531594784353,0.10030090270812438,0.802407221664995,0.0,0.0,7.422266800401204,1.5045135406218655,78.73620862587764,69.70912738214643,56.67001003009027,52.05616850551655,2.106318956870612,47.141424272818455,0.0
Good for Him,11.48611111111111,1365,19,30.293040293040292,3.0547945205479454,1.7359274428508333,0.6593406593406593,0.14652014652014653,2.7838827838827838,49.37728937728938,2.197802197802198,21.17216117216117,2.4175824175824174,4.615384615384615,1.1721611721611722,0.0,0.0,1.5384615384615385,9.084249084249084,1.2454212454212454,74.50549450549451,61.46520146520147,51.794871794871796,45.05494505494506,2.93040293040293,37.582417582417584,0.0
Sisters Have Crush on the Same Man,11.449444444444444,1198,1,34.40567612687813,4.459016393442623,1.9571551213286127,0.08347245409015025,0.5008347245409015,2.2537562604340566,42.904841402337226,2.4207011686143574,25.87646076794658,0.333889816360601,6.010016694490818,0.0,0.7512520868113522,0.0,0.0,14.023372287145243,4.674457429048414,72.53756260434056,58.263772954924875,47.495826377295494,41.48580968280467,0.0,34.891485809682806,0.0
Rosy Psycho,11.4125,1333,0,30.82145536384096,2.819672131147541,1.6129450173602116,0.07501875468867217,0.5251312828207052,2.250562640660165,28.657164291072768,4.351087771942986,25.356339084771193,21.980495123780944,2.550637659414854,0.0,0.30007501875468867,0.0,0.0,9.977494373593398,2.250562640660165,75.61890472618154,61.14028507126782,45.98649662415604,40.4351087771943,0.0,33.383345836459114,0.0
In Her Shadow,11.387222222222222,1192,3,34.39093959731544,4.092592592592593,1.7010240833872763,0.16778523489932887,0.33557046979865773,5.87248322147651,42.70134228187919,2.348993288590604,27.516778523489933,0.08389261744966443,12.416107382550335,0.0,0.7550335570469798,0.0,0.0,7.130872483221476,0.587248322147651,69.21140939597315,55.788590604026844,47.06375838926174,43.20469798657718,0.0,37.16442953020134,0.0
Tied By Fate,10.946388888888889,1214,10,32.460461285008236,3.5416666666666665,1.8166605200073758,0.41186161449752884,0.08237232289950576,2.1416803953871497,42.75123558484349,0.08237232289950576,30.72487644151565,0.16474464579901152,0.6589785831960461,0.16474464579901152,0.0,0.0,1.3179571663920921,2.883031301482702,4.7775947281713345,72.07578253706754,59.9670510708402,50.0,44.56342668863262,12.685337726523889,37.64415156507413,0.0
